Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
218,121.02,3301,4,Male,Male-Light,Cap,Regular Shades,Handlebars,Mole,NONE,NONE,NONE,NONE,NONE
219,153.9,1346,4,Female,Female-Dark,Bandana,Clown Eyes Blue,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,Earring
220,73.08,8606,2,Male,Male-Albino,Headband,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
221,105.26,4856,4,Male,Male-Dark,Stringy Hair,Classic Shades,Muttonchops,NONE,NONE,Cigarette,NONE,NONE,NONE
222,107.95,4506,3,Male,Male-Light,Do-rag,Small Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
223,92.17,6313,3,Male,Male-Light,Crazy Hair,Nerd Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
224,76.7,8186,4,Male,Male-Light,Headband,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
225,187.29,704,3,Female,Female-Mid,Orange Side,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
226,105.95,4769,1,Female,Female-Mid,NONE,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
227,125.8,2822,1,Female,Female-Mid,Wild White Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
228,77.88,7978,2,Male,Male-Mid,Peak Spike,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
229,51.89,9941,2,Male,Male-Light,Messy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
230,78.68,7831,2,Male,Male-Dark,Knitted Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
231,79.14,7757,3,Female,Female-Mid,Stringy Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
232,83.04,7305,2,Female,Female-Dark,Wild Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
233,74.16,8514,2,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
234,59.76,9738,2,Male,Male-Light,Knitted Cap,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
235,52.78,9927,2,Male,Male-Light,Frumpy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
236,120.45,3354,2,Male,Male-Light,Vampire Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
237,60.49,9671,2,Male,Male-Dark,Mohawk,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
238,116.25,3701,2,Female,Female-Mid,Straight Hair Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
239,112.81,3963,3,Male,Male-Dark,Mohawk,NONE,Goat,NONE,NONE,NONE,Frown,NONE,NONE
240,110.64,4175,2,Female,Female-Mid,Straight Hair Blonde,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
241,121.93,3206,1,Female,Female-Light,Wild Blonde,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
242,62.08,9513,2,Female,Female-Dark,Stringy Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
243,121.48,3253,4,Male,Male-Light,Police Cap,NONE,Front Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
244,77.41,8061,3,Female,Female-Light,Wild Hair,Regular Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
245,116.53,3671,1,Female,Female-Dark,Dark Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
246,88.68,6692,3,Male,Male-Albino,Bandana,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
247,83.28,7284,2,Female,Female-Dark,Mohawk Dark,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
248,82.98,7310,2,Female,Female-Dark,Messy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
249,199.55,617,1,Female,Female-Light,Orange Side,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
250,73.46,8572,3,Female,Female-Mid,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
251,82.93,7316,2,Female,Female-Light,Mohawk Dark,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
252,86.11,6932,2,Male,Male-Albino,Cap Forward,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
253,126.77,2749,2,Female,Female-Dark,Blonde Short,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
254,101.94,5218,1,Male,Male-Light,Fedora,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
255,87.47,6794,2,Male,Male-Light,Shaved Head,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
256,136.83,2095,4,Male,Male-Dark,Fedora,Eye Patch,NONE,NONE,NONE,Vape,NONE,NONE,Earring
257,86.42,6899,2,Male,Male-Light,Cap,NONE,NONE,NONE,NONE,NONE,Frown,NONE,NONE
258,96.82,5725,2,Male,Male-Mid,Cap Forward,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
259,94.07,6078,3,Male,Male-Light,Cap Forward,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
260,114.41,3856,2,Male,Male-Dark,Purple Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
261,114.01,3874,2,Female,Female-Dark,Wild White Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
262,119.56,3411,2,Female,Female-Dark,Blonde Short,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
263,85.51,7003,2,Male,Male-Albino,Messy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
264,116.61,3661,2,Female,Female-Albino,Wild White Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
265,121.04,3299,3,Male,Male-Dark,Cap Forward,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,Earring
266,80.78,7552,3,Male,Male-Dark,Do-rag,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
267,121.3,3273,2,Male,Male-Dark,Fedora,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
268,76.35,8253,1,Female,Female-Light,Knitted Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
269,124.31,2969,4,Male,Male-Dark,Hoodie,Small Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
270,116.57,3664,2,Female,Female-Mid,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
271,69.79,8895,1,Male,Male-Mid,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
272,169.57,957,2,Male,Male-Mid,Messy Hair,NONE,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
273,76.47,8231,2,Male,Male-Light,Cap Forward,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
274,109.34,4330,4,Male,Male-Light,Cap,Regular Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
275,95.61,5882,3,Female,Female-Mid,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
276,76.64,8201,1,Female,Female-Light,Crazy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
277,120.51,3344,1,Female,Female-Light,Red Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
278,122.78,3124,2,Female,Female-Albino,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
279,142.88,1755,3,Female,Female-Mid,Straight Hair Blonde,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
280,102.92,5112,1,Male,Male-Albino,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
281,1308.8,18,0,Male,Male-Light,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
282,125.28,2864,2,Female,Female-Albino,Straight Hair Dark,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
283,60.92,9639,2,Female,Female-Light,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
284,82.2,7398,1,Male,Male-Albino,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
285,102.89,5114,2,Female,Female-Light,Dark Hair,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
286,87.04,6829,2,Male,Male-Albino,Wild Hair,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
287,107.25,4599,3,Female,Female-Albino,Mohawk,Purple Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
288,92.86,6220,1,Male,Male-Albino,Shaved Head,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
289,66.87,9085,2,Female,Female-Mid,Mohawk Thin,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
290,121.72,3225,1,Female,Female-Mid,Wild Blonde,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
291,46.39,9985,2,Male,Male-Mid,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
292,96.31,5791,2,Female,Female-Light,Tassle Hat,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
293,80.75,7558,2,Male,Male-Light,Mohawk Dark,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
294,78.3,7899,3,Male,Male-Dark,Hoodie,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
295,91.28,6417,2,Male,Male-Mid,Shaved Head,NONE,NONE,NONE,NONE,NONE,Frown,NONE,NONE
296,70.87,8806,1,Male,Male-Mid,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
297,76.59,8213,2,Male,Male-Mid,Crazy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
298,120.51,3345,1,Female,Female-Light,Half Shaved,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
299,86.19,6926,2,Male,Male-Dark,Do-rag,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
300,77.95,7961,2,Male,Male-Light,Headband,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
301,155.16,1312,3,Female,Female-Albino,Red Mohawk,Green Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
302,94.23,6058,3,Female,Female-Mid,Bandana,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
303,107.57,4553,2,Female,Female-Dark,Red Mohawk,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
304,71.45,8748,2,Male,Male-Mid,Peak Spike,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
305,149.28,1475,3,Female,Female-Albino,Blonde Bob,VR,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
306,83.19,7294,2,Female,Female-Light,Wild Hair,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
307,77.52,8035,2,Male,Male-Mid,Frumpy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
308,72.69,8650,3,Male,Male-Light,Messy Hair,Horned Rim Glasses,NONE,Mole,NONE,NONE,NONE,NONE,NONE
309,70.45,8847,2,Male,Male-Mid,Shaved Head,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
310,102.08,5207,4,Male,Male-Dark,Bandana,Classic Shades,NONE,NONE,NONE,Vape,NONE,NONE,Earring
311,78.67,7835,2,Male,Male-Light,Frumpy Hair,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
312,94.25,6055,2,Male,Male-Light,Cap Forward,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
313,62.5,9460,2,Female,Female-Light,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
314,113.15,3937,2,Male,Male-Albino,Police Cap,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
315,122.06,3191,3,Female,Female-Mid,Wild White Hair,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
316,73.63,8561,1,Female,Female-Dark,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
317,112.07,4022,3,Male,Male-Mid,Bandana,NONE,Chinstrap,NONE,NONE,NONE,Frown,NONE,NONE
318,82.77,7335,3,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
319,95.57,5887,2,Female,Female-Light,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
320,70.21,8869,1,Male,Male-Dark,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
321,81.19,7507,1,Male,Male-Mid,Peak Spike,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
322,168.22,990,3,Female,Female-Mid,Pink With Hat,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
323,71.92,8704,1,Male,Male-Dark,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
324,123.55,3049,3,Female,Female-Albino,Blonde Bob,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
325,127.15,2719,3,Male,Male-Dark,Police Cap,Small Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
326,114.32,3862,3,Female,Female-Dark,Wild White Hair,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
327,83.68,7240,1,Male,Male-Albino,Crazy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
328,57.89,9836,2,Male,Male-Light,Bandana,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
329,64.99,9208,2,Female,Female-Mid,Bandana,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
330,68.47,8999,2,Male,Male-Mid,Knitted Cap,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
331,112.6,3978,3,Female,Female-Albino,Tassle Hat,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
332,59.13,9776,2,Male,Male-Dark,Stringy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
333,143.67,1711,3,Female,Female-Light,Straight Hair Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
334,110.71,4162,2,Male,Male-Dark,Wild Hair,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
335,115.76,3751,1,Male,Male-Mid,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
336,154.98,1318,3,Male,Male-Mid,Top Hat,Nerd Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
337,70.82,8819,1,Male,Male-Mid,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
338,66.61,9099,2,Male,Male-Light,Messy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
339,174.45,881,5,Female,Female-Albino,Cap,Big Shades,NONE,Mole,NONE,NONE,Black Lipstick,NONE,Earring
340,169.65,955,4,Male,Male-Mid,Headband,3D Glasses,Muttonchops,NONE,NONE,Medical Mask,NONE,NONE,NONE
341,49.75,9961,2,Female,Female-Light,Messy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
342,62.49,9462,2,Female,Female-Light,Bandana,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
343,87.69,6776,2,Male,Male-Light,Police Cap,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
344,275.88,215,1,Male,Male-Dark,Beanie,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
345,83.97,7206,2,Female,Female-Mid,Tassle Hat,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
346,108.8,4405,1,Male,Male-Mid,Purple Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
347,60.98,9628,2,Male,Male-Mid,Knitted Cap,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
348,138.38,2010,3,Female,Female-Light,Messy Hair,Nerd Glasses,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
349,83.77,7229,3,Male,Male-Dark,Mohawk Dark,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
350,73.87,8546,1,Female,Female-Mid,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
351,127.77,2667,3,Male,Male-Light,Purple Hair,NONE,Goat,Mole,NONE,NONE,NONE,NONE,NONE
352,125.63,2834,2,Female,Female-Mid,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
353,80.41,7598,2,Female,Female-Light,Bandana,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
354,90.77,6485,2,Male,Male-Albino,Police Cap,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
355,225.46,413,4,Female,Female-Albino,Wild White Hair,Green Eye Shadow,NONE,NONE,Gold Chain,NONE,Black Lipstick,NONE,NONE
356,69.78,8896,1,Male,Male-Light,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
357,84.54,7127,2,Female,Female-Dark,Tassle Hat,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
358,100.38,5363,3,Male,Male-Light,Mohawk,Small Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
359,75.11,8422,2,Female,Female-Albino,Messy Hair,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
360,74.82,8457,2,Male,Male-Mid,Bandana,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
361,71.5,8742,1,Male,Male-Mid,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
362,102.44,5170,3,Male,Male-Mid,Peak Spike,Eye Mask,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
363,134.55,2216,3,Male,Male-Albino,Cowboy Hat,Nerd Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
364,103.98,4982,2,Male,Male-Albino,Hoodie,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
365,87,6835,2,Male,Male-Light,Do-rag,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
366,77.38,8065,3,Male,Male-Mid,Mohawk,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
367,116.18,3710,1,Male,Male-Dark,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
368,61.6,9568,2,Female,Female-Mid,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
369,110.3,4213,3,Male,Male-Light,Fedora,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
370,168.76,971,4,Male,Male-Dark,Peak Spike,Small Shades,NONE,Rosy Cheeks,NONE,Cigarette,NONE,NONE,NONE
371,74.9,8450,1,Female,Female-Mid,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
372,913.85,37,1,Ape,Ape,Cap Forward,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
373,48.76,9967,2,Male,Male-Dark,Headband,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
374,69.9,8888,2,Female,Female-Dark,Bandana,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
375,81.99,7420,2,Female,Female-Light,Wild Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
376,108.23,4463,2,Female,Female-Light,Half Shaved,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
377,175.44,854,5,Male,Male-Albino,Headband,Regular Shades,Normal Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
378,50.98,9952,2,Female,Female-Dark,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
379,64.02,9291,3,Female,Female-Light,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
380,64.66,9230,3,Female,Female-Light,Wild Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
381,63.06,9399,2,Female,Female-Light,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
382,219.65,466,2,Female,Female-Light,Pilot Helmet,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
383,128.85,2590,2,Female,Female-Mid,Straight Hair Blonde,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
384,76.55,8220,3,Female,Female-Mid,Bandana,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
385,254.72,278,2,Female,Female-Mid,Wild Hair,NONE,NONE,NONE,Choker,NONE,NONE,NONE,NONE
386,57.04,9866,2,Male,Male-Mid,Do-rag,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
387,148.22,1521,3,Male,Male-Mid,Cap Forward,NONE,NONE,NONE,Gold Chain,Pipe,NONE,NONE,NONE
388,130.43,2454,3,Female,Female-Mid,Straight Hair Blonde,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
389,131.32,2395,2,Male,Male-Light,Do-rag,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
390,74.23,8508,1,Female,Female-Light,Messy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
391,140.92,1872,3,Female,Female-Dark,Wild Blonde,Eye Mask,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
392,81.52,7481,1,Male,Male-Mid,Shaved Head,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
393,96.51,5758,3,Male,Male-Light,Cap Forward,VR,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
394,133.27,2288,2,Female,Female-Light,Pink With Hat,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
395,95.19,5930,3,Male,Male-Light,Cap Forward,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
396,121.72,3226,1,Female,Female-Mid,Straight Hair Blonde,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
397,118.61,3477,1,Male,Male-Mid,Cowboy Hat,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
398,69.4,8926,1,Male,Male-Dark,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
399,105.9,4775,2,Male,Male-Dark,Purple Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
400,142.04,1794,3,Female,Female-Mid,Blonde Bob,Purple Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
401,113.12,3941,3,Male,Male-Dark,Frumpy Hair,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
402,80.99,7531,2,Male,Male-Dark,Mohawk Thin,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
403,106.33,4711,2,Male,Male-Dark,Clown Hair Green,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
404,244,313,3,Female,Female-Light,Orange Side,NONE,NONE,NONE,Silver Chain,Cigarette,NONE,NONE,NONE
405,74.01,8528,1,Female,Female-Mid,Messy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
406,74.94,8443,2,Male,Male-Dark,Hoodie,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
407,110.79,4153,3,Female,Female-Light,Wild Blonde,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
408,87.98,6748,1,Male,Male-Dark,Cap Forward,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
409,64,9293,2,Female,Female-Light,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
410,76.08,8290,2,Male,Male-Albino,Headband,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
411,85.41,7016,3,Female,Female-Light,Wild Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
412,112.44,3991,3,Male,Male-Albino,Purple Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
413,133.79,2260,1,Female,Female-Albino,Straight Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
414,127.54,2687,3,Male,Male-Light,Top Hat,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
415,149.76,1464,4,Male,Male-Light,Police Cap,Small Shades,NONE,Mole,NONE,NONE,Frown,NONE,NONE
416,109.28,4336,3,Male,Male-Dark,Hoodie,NONE,NONE,NONE,NONE,Cigarette,Smile,NONE,NONE
417,120.4,3357,1,Female,Female-Dark,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
418,148.98,1488,3,Female,Female-Dark,Wild White Hair,NONE,NONE,NONE,NONE,Vape,Black Lipstick,NONE,NONE
419,48.58,9968,2,Female,Female-Mid,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
420,59.2,9771,2,Male,Male-Albino,Crazy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
421,78.43,7876,2,Male,Male-Mid,Wild Hair,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
422,145.48,1635,4,Female,Female-Light,Dark Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
423,78.22,7918,2,Male,Male-Dark,Shaved Head,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
424,118.22,3514,3,Male,Male-Albino,Hoodie,Regular Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
425,77.78,8000,3,Female,Female-Dark,Messy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
426,70.54,8841,2,Male,Male-Dark,Peak Spike,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
427,74.58,8477,1,Female,Female-Dark,Messy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
428,129.11,2570,1,Female,Female-Dark,NONE,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
429,110.91,4137,2,Male,Male-Mid,Police Cap,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
430,105.39,4840,3,Female,Female-Dark,Dark Hair,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
431,66.39,9114,2,Female,Female-Dark,Headband,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
432,54.06,9911,3,Male,Male-Mid,Messy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
433,99.76,5425,4,Male,Male-Mid,Mohawk Thin,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
434,86.52,6887,2,Male,Male-Albino,Frumpy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
435,75.11,8423,2,Male,Male-Mid,Mohawk Thin,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
436,144.78,1663,1,Male,Male-Mid,NONE,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
